Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Sex,Gonad_Wt,DWP.,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass.guts_Wt,Oto_Well_ID,Strontium_marked_Y.N,Scales_Y.N,Scales_num,Fish_Ground_Y.N,Gonad_Saved_Y.N,Gonad_Saved_wt,Fat_Meter_1._L,Fat_Meter_1._R,Fat_Meter_2._L,Fat_Meter_2._R,Fat_Meter_3._L,Fat_Meter_3._R,Fat_Meter_4._L,Fat_Meter_4._R,Date_LabDryStart,Fish.BagWt_g,Date_LabDryFinal,DryFish.BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ.kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ.kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ.kg_3,EnergyPDry_3,Bomb_ID_4,Bomb_PelletWt_g_4,EE_value_4,EnergyDensity_mJ.kg_4,EnergyPDry_4,Collection_RiverMile_m,Elevation_m,Year,Fish_Leng_1_mm,Fish_Ht_mm,Fish_Grth_mm,Fish_Wdth_mm,bodysize_pc_g_mm,EnergyPDry_1_mJ_g,Carcass.guts_Wt_g,TotalEnergy_carcass_g,fineness
CC-40-2019,CC40-2019,CC-40-19,CC40,2019-06-19,Middle,Canyon Creek,8/8/19,61.40097,-144.51765,F,0.186,N/A,48,5.1597,61,6.3251,36,3.9685,4.3,4.4,4.4,1.386,1-G12,N,Y,7,Y,Y,0.08,5.4,5.3,4.7,3.8,3,2.1,1.4,1.3,10/17/19,170.4,10/23/19,49.5,0.7095,0.2905,NA,11/13/19,2,0.2083,923.6164,23.947,6.956434859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,415,110,275,60,-1.221705101,0.00695643,1386,9.64161871,7.216666667
CC-41-2019,CC41-2019,CC-41-19,CC41,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,F,0.248,N/A,47,5.6036,65,6.5207,41,4.417,4.6,4.6,4.8,1.386,1-E1,N,Y,5,Y,Y,0.132,0.7,0.8,0.8,0.7,0.7,0.8,0.7,0.6,10/24/19,144,10/30/19,37,0.7431,0.2569,NA,11/13/19,4,0.1971,923.4282,22.5385,5.791142361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,415,113,276,56,-1.07267131,0.00579114,1386,8.02652331,8
CC-42-2019,CC42-2019,CC-42-19,CC42,2019-07-23,Late,Canyon Creek,8/2/19,61.40097,-144.51765,F,0.25,N/A,83,7.2886,119,10.9818,95,9.227,4.2,4.4,4.3,1.446,1-D2,N,Y,5,Y,Y,0.134,1,0.9,0.9,0.8,0.8,0.6,0.7,0.6,10/24/19,130.9,10/30/19,32.7,0.7502,0.2498,NA,11/19/19,2,0.2551,923.6164,22.0973,5.520104736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,451,109,286,57,-0.55274126,0.0055201,1446,7.98207145,7.298245614
CC-43-2019,CC43-2019,CC-43-19,CC43,2019-07-23,Late,Canyon Creek,8/7/19,61.40097,-144.51765,F,0.24,N/A,46,5.5006,58,7.383,54,6.9991,5.3,5.4,4.9,1.248,1- G5,N,Y,5,Y,Y,0.112,0.7,0.8,0.9,1,0.7,1.2,0.7,1.1,10/24/19,213.8,10/30/19,53.9,0.7479,0.2521,NA,11/19/19,4,0.2907,923.4282,22.4857,5.668752245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,408,112,280,62,-1.177184195,0.00566875,1248,7.0746028,7.629032258
CC-44-2019,CC44-2019,CC-44-19,CC44,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,F,0.13,N/A,87,4.5445,44,5.2954,74,3.7995,4.5,4.2,3.9,1.864,1-D11,N,Y,5,Y,Y,0.6,4.9,5.1,3.5,3.2,1.7,2,1,1.6,10/24/19,84.3,10/30/19,25.6,0.6963,0.3037,NA,11/19/19,2,0.2893,923.6164,25.0205,7.598158956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,478,112,292,54,0.08981698,0.00759816,1864,14.1629683,8.12962963
CC-45-2019,CC45-2019,CC-45-19,CC45,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,F,0.162,N/A,42,2.7024,33,3.4202,62,4.6541,4.4,4.3,4.5,1.644,1-E5,N,Y,5,Y,Y,0.078,3.9,3.1,3.5,1.9,2.6,1.4,1.1,0.9,10/24/19,175.7,10/30/19,50.8,0.7109,0.2891,NA,11/19/19,4,0.2904,923.4282,25.0417,7.240286625,2,0.2247,923.6164,25.9849,7.512993284,4,0.3112,923.4282,25.0177,7.233347524,NA,NA,NA,NA,NA,128939.07,NA,2019,435,104,265,62,-1.306202976,0.00724029,1644,11.9030312,7.225806452
CC-46-2019,CC46-2019,CC-46-19,CC46,2019-07-23,Late,Canyon Creek,8/6/19,61.40097,-144.51765,M,0.046,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,1-F4,N,Y,5,Y,,0.221,8.8,6.9,7,5.5,3,4.2,2.4,2.6,10/24/19,141.1,10/30/19,47.3,0.6648,0.3352,NA,11/19/19,4,0.2748,923.4282,25.2859,8.476421474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,424,100,261,61,-1.714157642,0.00847642,1406,11.9178486,7.049180328
CC-47-2019,CC47-2019,CC-47-19,CC47,2019-07-23,Late,Canyon Creek,8/5/19,61.40097,-144.51765,M,0.92,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,1-D12,N,Y,5,Y,Y,0.46,1.7,2,1.3,1.7,1.1,1.1,1,0.9,10/24/19,154,10/30/19,44,0.7143,0.2857,NA,11/19/19,2,0.2693,923.1981,23.5531,6.729457143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,496,117,312,54,0.862038132,0.00672946,2464,16.5813824,8.018518519
CC-48-2019,CC48-2019,CC-48-19,CC48,2019-07-23,Late,Canyon Creek,8/8/19,61.40097,-144.51765,M,0.04,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612,1-H7,Y,Y,5,Y,Y,0.02,9.4,7.6,8.9,7.1,5,4.8,2.8,3.2,10/24/19,151.6,10/30/19,45.2,0.7018,0.2982,NA,11/19/19,4,0.3259,923.4282,24.1216,7.191928232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,428,100,271,59,-1.520786612,0.00719193,1612,11.5933883,7.830508475
CC-49-2019,CC49-2019,CC-49-19,CC49,2019-07-23,Late,Canyon Creek,8/8/19,61.40097,-144.51765,M,0.07,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934,1-H12,N,Y,5,Y,Y,0.036,1,1,1,1,0.9,0.9,0.7,0.9,10/24/19,145,10/30/19,38,0.7379,0.2621,NA,11/19/19,2,0.2754,923.1981,22.4243,5.876713103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,458,113,295,51,-0.143342423,0.00587671,1934,11.3655631,7.862745098
CC-50-2019,CC50-2019,CC-50-19,CC50,2019-07-23,Late,Canyon Creek,8/6/19,61.40097,-144.51765,M,0.048,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,1-E11,N,Y,6,Y,Y,0.023,1.6,1.8,1.5,1.2,1.4,1,0.8,0.8,10/24/19,111.5,10/30/19,30.2,0.7291,0.2709,NA,11/19/19,4,0.2517,923.4282,24.2294,6.562581883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,433,116,278,53,-0.624925806,0.00656258,1740,11.4188925,7.962264151
CC-51-2019,CC51-2019,CC-51-19,CC51,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,F,0.214,N/A,55,6.4186,59,6.5743,53,6.754,4.6,4.8,4.8,1.988,1-E8,N,Y,5,Y,Y,0.098,2.2,2.4,2,1.7,1.4,1.7,1.1,1.1,10/24/19,145.2,11/3/19,42.8,0.7052,0.2948,NA,11/25/19,2,0.2445,923.1981,22.8154,6.725200551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,472,107,291,58,-0.245155562,0.0067252,1988,13.3696987,8.051724138
CC-52-2019,CC52-2019,CC-52-19,CC52,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,M,0.042,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.964,1-F6,N,Y,5,Y,Y,0.018,2.3,2.2,1.7,1.6,1.6,1.4,1.1,1.4,10/24/19,211.2,11/3/19,61.8,0.7074,0.2926,NA,11/25/19,4,0.261,923.4282,25.0639,7.33403892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,473,112,284,50,-0.093452247,0.00733404,1964,14.4040524,8.28
CC-53-2019,CC53-2019,CC-53-19,CC53,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,F,0.23,N/A,81,13.3802,72,13.6137,68,15.0168,5.2,5.5,5,1.592,1-C12,N,Y,5,Y,Y,0.094,2.6,2.9,1.9,2.2,1.7,1.8,1.2,1.2,10/30/19,88.9,11/3/19,28,0.685,0.315,NA,11/25/19,2,0.2914,923.1981,24.1328,7.60088189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,456,110,282,53,-0.479975489,0.00760088,1592,12.100604,7.905660377
CC-54-2019,CC54-2019,CC-54-19,CC54,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,F,0.166,N/A,59,4.3213,64,4.6523,37,2.3837,4.4,4.6,4.5,1.83,1-F8,Y,Y,5,Y,Y,0.09,7.3,7.1,7.6,6,4.9,3.6,1.5,1.9,10/30/19,128.4,11/3/19,42.4,0.6698,0.3302,NA,11/25/19,4,0.3942,923.4282,25.2695,8.344445483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,465,117,293,52,0.123191933,0.00834445,1830,15.2703352,8.519230769
CC-55-2019,CC55-2019,CC-55-19,CC55,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,M,0.076,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.846,1-C11,N,Y,6,Y,Y,0.04,2.7,2.6,1.9,2,1.1,1.4,1.1,1.1,10/30/19,126.3,11/3/19,39.1,0.6904,0.3096,NA,11/25/19,2,0.3958,923.1981,23.6377,7.317767775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,476,113,274,50,-0.130359671,0.00731777,1846,13.5085993,8.4
CC-56-2019,CC56-2019,CC-56-19,CC56,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,M,0.034,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,1-F11,N,Y,6,Y,Y,0.014,9.2,8.6,7.3,7,5.8,4,2.9,2.3,10/30/19,116.4,11/3/19,38.1,0.6727,0.3273,NA,11/25/19,4,0.3136,923.4282,25.5058,8.348547938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,450,104,287,47,-0.782370655,0.00834855,1756,14.6600502,8.489361702
CC-57-2019,CC57-2019,CC-57-19,CC57,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,F,0.26,N/A,119,13.7958,100,12.0315,92,10.8533,5.3,5.4,5.5,1.52,1-C8,N,Y,6,Y,Y,0.122,1.1,1.2,1.1,1.2,1.2,0.9,1,0.7,10/30/19,156.9,11/3/19,40.5,0.7419,0.2581,NA,11/25/19,2,0.3223,923.1981,22.2181,5.735073614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,446,117,284,54,-0.295294777,0.00573507,1520,8.71731189,8.981481481
CC-58-2019,CC58-2019,CC-58-19,CC58,2019-07-24,Late,Canyon Creek,8/6/19,61.40097,-144.51765,F,0.154,N/A,51,4.802,44,3.9192,47,4.6656,4.7,4.4,4.6,1.77,1- F7,Y,Y,5,Y,Y,0.088,8.3,9.8,8.1,6.4,5.1,5.6,1.7,1.3,10/30/19,101.9,11/3/19,35.5,0.6516,0.3484,NA,11/25/19,4,0.4072,923.4282,25.2995,8.813859176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,456,116,292,52,-0.078006467,0.00881386,1770,15.6005307,8.461538462
CC-59-2019,CC59-2019,CC-59-19,CC59,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,M,0.036,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.496,1-C10,Y,Y,6,Y,Y,0.018,NA,NA,NA,NA,NA,NA,NA,NA,10/30/19,118.5,11/3/19,39.1,0.67,0.33,NA,11/25/19,2,0.3608,923.1981,25.4948,8.41220827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128939.07,NA,2019,428,104,274,48,-1.300428757,0.00841221,1496,12.5846636,8.333333333
CC-60-2019,CC60-2019,CC-60-19,CC60,2019-07-24,Late,Canyon Creek,8/1/19,61.40097,-144.51765,M,0.064,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,1-C9,N,Y,8,Y,Y,0.035,2.1,2,1.9,2,1.4,1.4,1.2,1,10/30/19,116.7,11/3/19,35.9,0.6924,0.3076,NA,11/25/19,4,0.3412,923.4282,23.6536,7.276471637,2,0.2746,923.1981,24.0964,7.412688603,4,0.2967,923.4282,22.8554,7.03092425,NA,NA,NA,NA,NA,128939.07,NA,2019,461,121,295,77,0.267067878,0.00727647,1950,14.1891197,5.896103896
BC-1-2020,BC-20-1,BC-1-20,BC-20-1,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.086,1-C2,10,0.4423,10,0.2676,NA,NA,4,3.8,NA,1.364,1-B6,N,Y,7,Y,Y,0.044,12.1,8.3,11.6,11.9,8.6,12.4,3.6,5.5,10/6/20,55.5,10/11/20,22.2,0.6,0.4,NA,10/24/20,4,0.6198,923.3249,27.0087,10.80348,4,0.4556,923.3249,26.2067,10.48268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,403,113,291,64,-1.068338798,0.01080348,1364,14.7359467,6.59375
BC-2-2020,BC-20-2,BC-2-20,BC-20-2,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,M,0.064,1-C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.164,1-B5,N,Y,6,Y,Y,0.034,7.5,8.7,6.2,8.4,9.7,3.9,3.1,1.8,10/6/20,50.6,10/11/20,18.8,0.6285,0.3715,NA,10/24/20,4,0.4134,923.3249,25.3342,9.412706719,4,0.3589,923.3249,24.9944,9.286456917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,378,108,278,77,-1.86076109,0.00941271,1164,10.9563906,6.012987013
BC-3-2020,BC-20-3,BC-3-20,BC-20-3,2020-06-01,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.054,1-A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.662,1-A7 (1 oto),N,Y,7,Y,Y,0.026,10,9.5,8.8,9.1,6.1,6.2,1.8,2,10/6/20,42.3,10/11/20,16.5,0.6099,0.3901,NA,10/24/20,4,0.3834,923.3249,27.1322,10.58348227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,435,113,295,65,-0.508434242,0.01058348,1662,17.5897475,7.153846154
BC-4-2020,BC-20-4,BC-4-20,BC-20-4,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.184,1-B4,10,0.5983,10,0.5543,10,0.6202,4.9,4.9,5,1.738,1-A12,N,Y,7,Y,Y,0.102,10.3,8,8.7,9.7,8.2,6.1,2.6,1.9,10/6/20,58.1,10/11/20,20.2,0.6523,0.3477,NA,10/24/20,4,0.4073,923.3249,25.8517,8.988026506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,444,128,300.0935,79,0.380811077,0.00898803,1738,15.6211901,5.898734177
BC-5-2020,BC-20-5,BC-5-20,BC-20-5,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,M,0.106,1-B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,1-B3,N,Y,7,Y,Y,0.05,6.4,7.6,9.5,8.5,8.4,7.5,2.6,2.3,10/6/20,62.9,10/11/20,23.1,0.6328,0.3672,NA,10/24/20,4,0.5602,923.3249,26.2651,9.645847536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,481,146,365,64,2.627394219,0.00964585,2560,24.6933697,6.8125
BC-6-2020,BC-20-6,BC-6-20,BC-20-6,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.14,1-B8,NA,NA,NA,NA,NA,NA,6,NA,NA,1.796,1-B4,N,Y,6,Y,Y,0.066,8.4,9.3,13.5,8.2,12.9,7.8,3.9,3.2,10/6/20,57.6,10/11/20,22.4,0.6111,0.3889,NA,10/24/20,4,0.5232,923.3249,26.2745,10.21786111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,437,126,316,70,0.385587301,0.01021786,1796,18.3512786,6.471428571
BC-7-2020,BC-20-7,BC-7-20,BC-20-7,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.108,1-B3,NA,NA,NA,NA,NA,NA,5.5,NA,NA,1.178,1-A11,N,Y,7,Y,Y,0.05,8,12.5,8.4,10.5,5.9,8.7,1.9,1.4,10/6/20,65.3,10/11/20,25.1,0.6156,0.3844,NA,10/24/20,4,0.4224,923.3249,27.3985,10.53142956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,399,107,281,63,-1.533802049,0.01053143,1178,12.406024,6.952380952
BC-8-2020,BC-20-8,BC-8-20,BC-20-8,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.18,1-B5,10,NA,NA,NA,NA,NA,5,NA,NA,1.272,1-B1,NO READ,Y,7,Y,Y,0.104,6.4,5.1,2.8,2.4,1.4,4.2,0.8,1.3,10/6/20,66.4,10/11/20,21.7,0.6732,0.3268,NA,10/24/20,4,0.4588,923.3249,25.1628,8.22338494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,399,117,300,60,-0.833549092,0.00822338,1272,10.4601456,6.466666667
BC-9-2020,BC-20-9,BC-9-20,BC-20-9,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,M,0.07,1-B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166,1-B2,N,Y,6,Y,Y,0.034,6,6,4.8,7.7,3.2,3.1,1.4,2.6,10/6/20,60.4,10/11/20,21.2,0.649,0.351,NA,10/24/20,4,0.2702,923.3249,24.6192,8.641176159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,478,133,330,67,1.535671598,0.00864118,2166,18.7167876,6.985074627
BC-10-2020,BC-20-10,BC-10-20,BC-20-10,2020-06-01,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.138,1-C4,NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.49,1-B8,N,Y,5,Y,Y,0.058,5.2,5.1,4.1,4.9,2.4,3.3,2.6,1.1,10/6/20,50.6,10/11/20,17.6,0.6522,0.3478,NA,10/24/20,4,0.3856,923.3249,24.5659,8.54466087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,426,125,304,72,0.009777306,0.00854466,1490,12.7315447,6.194444444
BC-11-2020,BC-20-11,BC-11-20,BC-20-11,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,F,0.14,1-B2,10,0.385,10,0.4834,10,0.4833,5.5,4.9,5,NA,1-A10,N,Y,7,Y,Y,0.078,16.2,10.2,16.6,14.3,9.7,9.9,2.6,2.2,10/17/20,47.3,10/30/20,18.5,0.6089,0.3911,NA,11/5/20,4,0.294,923.3249,27.8273,10.8838277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,417,116,297,72,-0.632136804,0.01088383,NA,NA,5.569444444
BC-12-2020,BC-20-12,BC-12-20,BC-20-12,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.072,1-A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.046,1-A5,N,Y,5,Y,Y,0.028,8.3,6.4,8.3,9.3,5.5,7.4,2.4,3.3,10/17/20,58.1,10/30/20,20.3,0.6506,0.3494,NA,11/5/20,2,0.4329,923.1981,26.7697,9.353268675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,453,128,325,67,0.847150746,0.00935327,2046,19.1367877,6.791044776
BC-13-2020,BC-20-13,BC-13-20,BC-20-13,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.082,1-A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.546,1-A2,N,Y,5,Y,Y,0.044,7.4,5.2,7.4,5.2,6.3,3.9,1.8,1.5,10/17/20,62.5,10/30/20,22.5,0.64,0.36,NA,11/5/20,4,0.3318,923.3249,26.7268,9.621648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,476,147,360,79,2.528436736,0.00962165,2546,24.4967158,6.202531646
BC-14-2020,BC-20-14,BC-14-20,BC-20-14,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.112,1-B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658,1-A9,N,Y,5,Y,Y,0.052,7.6,7.2,6.7,6.5,6,4.7,1.9,2.3,10/17/20,54.1,10/30/20,19.6,0.6377,0.3623,NA,11/5/20,2,0.3202,923.1981,27.6168,10.00534713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,484,149,370,71,2.875999402,0.01000535,2658,26.5942127,6.830985915
BC-15-2020,BC-20-15,BC-15-20,BC-20-15,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.076,1-A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.632,1-A6,N,Y,5,Y,Y,0.034,4,6,3.8,4.2,2.8,3.9,1.6,4.9,10/17/20,62.3,10/30/20,21.7,0.6517,0.3483,NA,11/5/20,4,0.2681,923.3249,26.3438,9.175930337,4,0.2829,923.1981,26.6939,9.297875281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,498,146,355,73,2.767367894,0.00917593,2632,24.1510486,6.02739726
BC-16-2020,BC-20-16,BC-16-20,BC-20-16,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.102,1-A3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,1-A3,N,Y,5,Y,Y,0.052,6.8,6.5,6.5,6.5,6.4,6.6,2.4,3.2,10/17/20,52.8,10/30/20,18.9,0.642,0.358,NA,11/10/20,4,0.2377,923.3249,26.2758,9.405542045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,467,130,311,71,0.978250436,0.00940554,1970,18.5289178,6.873239437
BC-17-2020,BC-20-17,BC-17-20,BC-20-17,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,M,0.066,1-A4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,1-A4,N,Y,5,Y,Y,0.034,5.2,5.9,4.5,6.3,3.3,4,1.1,1.2,10/17/20,41.4,10/30/20,15.2,0.6329,0.3671,NA,11/10/20,2,0.3361,922.6597,24.7758,9.096428986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,417,128,315,75,0.145825881,0.00909643,1720,15.6458579,5.933333333
BC-18-2020,BC-20-18,BC-18-20,BC-20-18,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,F,0.13,1-A1,10,0.4627,10,2.8037,10,0.2786,4.8,4.5,4.6,1.064,1-A1,N,Y,5,Y,Y,0.05,9.7,9.3,6.1,7.2,3.1,4.2,1.2,2.7,10/17/20,45.2,10/30/20,15.7,0.6527,0.3473,NA,11/10/20,4,0.2389,923.3249,25.9962,9.02965354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,409,106,260,68,-1.69315646,0.00902965,1064,9.60755137,6.352941176
BC-19-2020,BC-20-19,BC-19-20,BC-20-19,2020-06-02,Early,Baird Canyon,7/7/20,60.73831,-144.5687,F,0.12,1-A8,1,NA,NA,NA,NA,NA,4.7,NA,NA,1.682,1-A8,N,Y,5,Y,Y,0.06,16.2,12.7,11.8,10.8,7.9,6,3.6,2.5,10/17/20,57.2,10/30/20,20.6,0.6399,0.3601,NA,11/10/20,2,0.3533,922.6597,26.7499,9.633705245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,440,124,309,68,0.251596805,0.00963371,1682,16.2038922,6.308823529
BC-20-2020,BC-20-20,BC-20-20,BC-20-20,2020-06-02,Early,Baird Canyon,7/8/20,60.73831,-144.5687,F,0.114,1-C3,1,NA,NA,NA,NA,NA,5,NA,NA,1.662,1-B7,N,Y,5,Y,Y,0.066,12.6,12.8,11,9.7,6.2,6,1.8,1.6,10/17/20,53.5,10/30/20,19.4,0.6374,0.3626,NA,11/10/20,4,0.3924,923.3249,25.2556,9.158105421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,433,125,314,69,0.250769008,0.00915811,1662,15.2207712,6.550724638
BC-21-2020,BC-20-21,BC-21-20,BC-20-21,2020-06-30,Middle,Baird Canyon,7/9/20,60.73831,-144.5687,M,0.044,1-C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1-B10,N,Y,7,Y,Y,0.022,5.8,7.7,4.5,5.4,1.6,3.8,1.3,2.1,10/30/20,57.6,11/3/20,19.3,0.6649,0.3351,NA,11/14/20,2,0.4097,955.4635,25.4462,8.526244097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,348,91,233,69,-3.692341374,0.00852624,810,6.90625772,7.231884058
