Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Sex,Gonad_Wt,DWP.,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass.guts_Wt,Oto_Well_ID,Strontium_marked_Y.N,Scales_Y.N,Scales_num,Fish_Ground_Y.N,Gonad_Saved_Y.N,Gonad_Saved_wt,Fat_Meter_1._L,Fat_Meter_1._R,Fat_Meter_2._L,Fat_Meter_2._R,Fat_Meter_3._L,Fat_Meter_3._R,Fat_Meter_4._L,Fat_Meter_4._R,Dissect_Comments,Date_LabDryStart,Fish.BagWt_g,Date_LabDryFinal,DryFish.BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ.kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ.kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ.kg_3,EnergyPDry_3,Bomb_ID_4,Collection_RiverMile_m,Elevation_m,Year,Group_Assignment,Fish_Leng_1_mm,Fish_Leng_2_mm,Fish_Ht_mm,Fish_Grth_mm,Fish_Wdth_mm,Fish_Wt_g,bodysize_pc_g_mm,Work,Gonad_Wt_g,EnergyPDry_1_mJ_g,Carcass.guts_Wt_g,TotalEnergy_carcass_mJ,fineness
GH-6-2019,GK6-2019,GH-6-19,GK6,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.376,F,0.21,N/A,49,3.7829,52,4.3651,45,3.971,4.7,4.9,4.4,1.118,1-G9,N,Y,5,Y,Y,0.102,0.9,0.8,0.9,0.8,0.8,0.8,1.2,1.3,,11/3/19,137,11/10/19,34.7,0.7467,0.2533,,11/26/19,4,0.2888,923.3249,23.0405,5.835805474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,414,34,100,272,63,1376,-1.505030915,468.3,210,0.005835805,1118,6.52443052,6.571428571
GH-7-2019,GK7-2019,GH-7-19,GK7,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.184,F,0.188,N/A,68,6.2316,82,9.5306,47,5.5035,4.7,4.2,4.5,0.948,1-G1,N,Y,5,Y,Y,0.1,0.7,1.1,1.3,0.8,1.3,0.7,1,0.7,,11/3/19,157.8,11/10/19,37.7,0.7611,0.2389,,11/26/19,2,0.304,923.1981,19.3525,4.62350602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,398,35,88,240,53,1184,-2.580283437,468.3,188,0.004623506,948,4.383083707,7.509433962
GH-8-2019,GK8-2019,GH-8-19,GK8,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.444,F,0.236,N/A,61,7.1919,75,9.5798,48,4.18,4.8,4.6,4.3,1.148,1-G2,N,Y,5,Y,Y,0.138,0.7,0.6,0.8,0.7,0.6,0.7,0.6,0.6,,11/3/19,193.6,11/10/19,43.1,0.7774,0.2226,,11/26/19,4,0.3865,923.3249,19.4505,4.330147469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,416,33,64,252,56,1444,-2.743620223,468.3,236,0.004330147,1148,4.971009294,7.428571429
GH-9-2019,GK9-2019,GH-9-19,GK9,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,2.078,F,0.44,N/A,50,6.4796,85,10.2085,93,10.5876,5.1,5.3,5.1,1.59,1-F12,N,Y,5,Y,Y,0.18,1,1.1,1,1.1,0.8,1.4,0.7,1.1,,11/3/19,132,11/10/19,35.2,0.7333,0.2667,,11/26/19,2,0.3096,923.1981,22.9675,6.124666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,462,46,122,301,69,2078,0.363420551,468.3,440,0.006124667,1590,9.738220001,6.695652174
GH-10-2019,GK10-2019,GH-10-19,GK10,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,1.334,F,0.198,N/A,64,3.9213,89,5.3753,60,3.7846,4.4,4.3,4.1,1.08,1-G8,N,Y,5,Y,Y,0.116,1,1.1,0.9,1,0.8,1,1,1.2,,11/3/19,95.2,11/10/19,25.7,0.73,0.27,,11/26/19,4,0.3218,923.3249,22.2529,6.007348004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,402,34,90,241,55,1334,-2.440647716,468.3,198,0.006007348,1080,6.487935844,7.309090909
GH-16-2019,GK16-2019,GH-16-19,GK16,2019-08-17,NA,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,0.738,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2-C8,Y,Y,5,Y,N,NA,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.4,"POST SPAWNER, NO EGGS PRESENT",11/10/19,71,11/25/19,15.4,0.7831,0.2169,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.4056,923.3249,17.4722,3.789744789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,379,34,79,181,37,738,-4.019464682,425.8,0,0.003789745,700,2.652821352,10.24324324
GH-17-2019,GK17-2019,GH-17-19,GK17,2019-08-17,NA,Gulkana Hatchery,9/4/19,63.06732669,-145.5138318,1.234,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176,2-E12,N,Y,5,Y,N,NA,0.6,0.6,0.5,0.8,0.6,0.6,0.7,0.7,"POST SPAWNER, NO EGGS PRESENT",11/10/19,141.2,11/25/19,26.5,0.8123,0.1877,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4296,923.1981,19.2209,3.607321884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,444,45,99,224,47,1234,-1.702293935,425.8,0,0.003607322,1176,4.242210536,9.446808511
GH-19-2019,GK19-2019,GH-19-19,GK19,2019-08-17,NA,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.792,F,0,N/A,55,3.5626,NA,NA,NA,NA,4.5,NA,NA,1.618,2-D6,N,Y,5,Y,N,NA,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,"LIKELY A PARTIAL SPAWNER, SKEIN LOOSE WITH EGGS THROUGHOUT BODY CAVITY",11/10/19,130.5,11/25/19,27,0.7931,0.2069,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4485,923.1981,21.3085,4.408655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,465,42,108,269,59,1792,-0.431628119,425.8,0,0.004408655,1618,7.133204068,7.881355932
GH-20-2019,GK20-2019,GH-20-19,GK20,2019-08-17,NA,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.164,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,2-C12,N,Y,5,Y,N,NA,0.8,0.6,0.7,0.6,0.8,0.5,0.6,0.6,"POST SPAWNER, NO EGGS PRESENT",11/10/19,129.3,11/25/19,26.8,0.7927,0.2073,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.3769,923.3249,18.6226,3.859904718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,447,40,94,229,41,1164,-1.713152969,425.8,0,0.003859905,1120,4.323093284,10.90243902
MN-6-2019,MN6-2019,MN-6-19,MN6,2019-07-26,NA,Mentasta,8/6/19,62.94958,-143.35984,1.416,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304,1-E9,Y,Y,5,Y,N,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,EMPTY SKEINS,11/15/19,108.5,11/21/19,20.9,0.8074,0.1926,,12/11/19,2,0.3509,923.1981,18.6986,3.601850138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,Slana,457,41,92,222,43,1416,-1.6934179,320.1,0,0.00360185,1304,4.69681258,10.62790698
MN-7-2019,MN7-2019,MN-7-19,MN7,2019-07-26,NA,Mentasta,8/7/19,62.94958,-143.35984,1.52,F,0,N/A,32,3.3782,NA,NA,NA,NA,5,NA,NA,1.311,1-G10,N,Y,5,Y,N,NA,0.7,0.8,0.7,0.7,0.6,0.7,0.7,0.8,SKEIN RUPTURED AND FILLING BODY WITH LOOSE EGGS. LIKELY PARTIAL SPAWNER,11/15/19,154.8,11/21/19,35.3,0.772,0.228,,12/11/19,4,0.2732,923.3249,21.3669,4.872426163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,Slana,429,42,103,251,54,1520,-1.464455015,320.1,0,0.004872426,1311,6.3877507,7.944444444
MN-8-2019,MN8-2019,MN-8-19,MN8,2019-07-26,NA,Mentasta,8/6/19,62.94958,-143.35984,1.184,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.102,1-F9,N,Y,5,Y,N,NA,0.5,0.5,0.4,0.4,0.5,0.4,0.3,0.4,"SKEINS EMPTY, POST SPAWNER",11/15/19,132.1,11/21/19,26.5,0.7994,0.2006,,12/11/19,2,0.3799,923.1981,20.1708,4.046375473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,Slana,437,41,85,212,39,1184,-2.382471325,320.1,0,0.004046375,1102,4.459105771,11.20512821
MN-9-2019,MN9-2019,MN-9-19,MN9,2019-07-26,NA,Mentasta,8/6/19,62.94958,-143.35984,1.46,F,0,N/A,40,4.8765,NA,NA,NA,NA,5.6,NA,NA,1.276,1-F1,N,Y,NA,Y,N,NA,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.5,"SKEINS RUPTURED, EGGS LOOSE, PARTIAL SPAWNER",11/15/19,117.9,11/21/19,24.2,0.7947,0.2053,,12/11/19,4,0.3879,923.3249,21.2445,4.360618321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,Slana,457,47,95,246,44,1460,-1.262223318,320.1,0,0.004360618,1276,5.564148978,10.38636364
MN-10-2019,MN10-2019,MN-10-19,MN10,2019-07-26,NA,Mentasta,8/6/19,62.94958,-143.35984,1.36,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,1-E12,N,Y,5,Y,N,NA,0.5,0.4,0.5,0.5,0.5,0.5,0.9,0.7,"SKEINS EMPTY, NO EGGS TO MEASURE",11/15/19,99.9,11/21/19,20.7,0.7928,0.2072,,12/18/19,4,0.3387,923.3249,21.1605,4.384608108,2,0.3936,923.1981,21.2794,NA,4,0.4564,923.3249,20.7673,4.303134234,NA,472102.04,678,2019,Slana,407,45,65,242,41,1360,-3.020452769,320.1,0,0.004384608,1230,5.393067973,9.926829268
SA-1-2019,SA1-2019,SA-1-19,SA1,2019-08-20,NA,St Anne,9/3/19,61.73953006,-145.9685194,0.978,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,2-C10,N,Y,5,Y,N,NA,0.6,0.4,0.4,0.5,0.5,0.5,0.4,0.4,"POST SPAWNER, NO EGGS",12/18/19,51.3,12/31/19,10.3,0.7992,0.2008,,2/5/20,2,0.3134,923.1981,20.4384,4.103616374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,KlutinaLake,404,30,96,228,37,978,-2.430817499,169.6,0,0.004103616,932,3.824570461,10.91891892
SA-2-2019,SA2-2019,SA-2-19,SA2,2019-08-20,NA,St Anne,9/1/19,61.73953006,-145.9685194,1.096,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,2-B12,N,Y,5,Y,N,NA,0.6,0.6,0.8,0.5,0.8,0.7,0.5,0.5,"POST SPAWNER, SKEINS ARE EMPTY, LARGE TUMOR ATTACHED TO ANTERIOR END OF SWIN BLADDER",12/18/19,125.1,12/31/19,26.5,0.7882,0.2118,,2/5/20,4,0.2448,923.3249,19.656,4.163741007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,KlutinaLake,434,40,88,215,43,1096,-2.309776528,169.6,0,0.004163741,1018,4.238688345,10.09302326
SA-3-2019,SA3-2019,SA-3-19,SA3,2019-08-20,NA,St Anne,9/3/19,61.73953006,-145.9685194,1.406,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.328,2-D5,N,Y,5,Y,N,NA,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.4,"POST SPAWNER, NO EGGS. ONLY FOUND 1 OTOLITH",12/18/19,89.4,12/31/19,17.1,0.8087,0.1913,,2/5/20,2,0.3659,923.1981,20.7438,3.967773826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,KlutinaLake,461,39,106,249,54,1406,-0.84779207,169.6,0,0.003967774,1328,5.269203641,8.537037037
LL-6-2019,LL6-2019,LL-6-19,LL6,2019-08-24,NA,Long Lake,9/4/19,61.37920879,-143.30713,1.534,F,0.112,N/A,25,2.1693,23,2.1491,27,2.2968,4,4.2,4.4,1.37,2-F3,N,Y,5,Y,Y,0.05,2.1,1.8,1.3,1.3,1.4,0.9,0.8,0.8,"FM IN FIELD RIGHT SIDE 1.7, 1.4, 0.9, 1.0",12/31/19,63.1,1/20/20,19.2,0.6957,0.3043,,2/11/20,2,0.2411,923.1981,24.1516,7.348822821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,Chitina,426,29,108,258,61,1534,-1.278946572,111.3,112,0.007348823,1370,10.06788726,6.983606557
LL-7-2019,LL7-2019,LL-7-19,LL7,2019-08-24,NA,Long Lake,9/4/19,61.37920879,-143.30713,1.72,F,0.158,N/A,29,2.5475,18,2.2222,31,2.9073,4.4,4.2,4.2,1.482,2-F5,N,Y,5,Y,Y,0.076,1.7,1.2,1.1,0.9,0.9,0.7,0.9,0.7,"FM IN FIELD 0.8, 0.9, 0.8, 0.7",12/31/19,157.1,1/20/20,41,0.739,0.261,,2/11/20,4,0.2477,923.3249,23.935,6.246562699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,Chitina,424,32,110,286,64,1720,-0.852076323,111.3,158,0.006246563,1482,9.25740592,6.625
LL-8-2019,LL8-2019,LL-8-19,LL8,2019-08-24,NA,Long Lake,9/4/19,61.37920879,-143.30713,1.632,F,0.178,N/A,28,2.964,31,2.9445,30,2.3721,4.5,4.5,4.6,1.392,2-F2,N,Y,5,Y,Y,0.096,0.9,0.8,0.7,0.7,0.6,0.7,0.6,0.7,"FIRST TWO FECUNDITY SAMPLES HAD LOTS OF SKEIN ATTACHED. FM IN FIELD 0.8, 0.6, 0.6, 0.6",12/31/19,58.8,1/20/20,15.5,0.7364,0.2636,,2/11/20,2,0.2955,923.1981,22.8806,6.03145068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,Chitina,435,39,109,267,62,1632,-0.962070967,111.3,178,0.006031451,1392,8.395779347,7.016129032
LL-9-2019,LL9-2019,LL-9-19,LL9,2019-08-24,NA,Long Lake,9/3/19,61.37920879,-143.30713,1.708,F,0.14,N/A,20,2.084,46,3.0428,19,1.418,4.3,4.1,4.2,1.508,2-C11,N,Y,5,Y,Y,0.07,0.9,1.1,1,0.9,0.8,0.7,1.2,0.9,"FM IN FIELD 0.8, 0.8, 0.7, 0.6",12/31/19,76.3,1/20/20,20.5,0.7313,0.2687,,2/11/20,4,0.3102,923.3249,23.2413,6.244385976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,Chitina,417,37,110,277,68,1708,-1.106411127,111.3,140,0.006244386,1508,9.416534052,6.132352941
LL-10-2019,LL10-2019,LL-10-19,LL10,2019-08-24,NA,Long Lake,9/3/19,61.37920879,-143.30713,2.07,F,0.154,N/A,27,2.2199,23,2.1332,29,2.4411,4.2,4.6,4.3,1.818,2-E1,N,Y,5,Y,Y,0.066,1.7,1.6,1.7,1.3,1.4,1,1.4,0.8,"PUNCTURE WOULD ON VENTRAL SURFACE. FM IN FIELD 1.4, 1.3, 1.1, 0.8",12/31/19,62.3,1/20/20,19.3,0.6902,0.3098,,2/11/20,2,0.3571,923.1981,24.4298,7.568140289,4,0.301,923.3249,25.444,7.882330658,4,0.3863,923.3249,25.2729,7.829325361,NA,258752.38,430,2019,Chitina,464,37,114,293,72,2070,0.06384112,111.3,154,0.00756814,1818,13.75887905,6.444444444
MA-1-2019,MA1-2019,MA-1-19,MA1,2019-08-20,NA,Mahlo,9/4/19,61.73588,-145.7294181,1.644,F,0.266,N/A,15,2.4816,20,4.2945,27,4.5288,6.1,6.1,5.9,1.274,2-E9,N,Y,5,Y,Y,0.108,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,,12/31/19,89,1/20/20,19,0.7865,0.2135,,2/11/20,4,0.4094,923.3249,19.4626,4.154937079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,KlutinaLake,436,38,120,286,76,1644,-0.367637161,164.9,266,0.004154937,1274,5.293389839,5.736842105
MA-3-2019,MA3-2019,MA-3-19,MA3,2019-08-20,NA,Mahlo,9/4/19,61.73588,-145.7294181,1.268,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.192,2-E11,N,Y,5,Y,N,NA,0.4,0.5,0.5,0.5,0.7,0.7,0.5,0.6,"SPAWNED OUT, NO EGGS. FORGOT TO MEASURE WITH TAPE PRIOR TO CUTTING. ",12/31/19,95.6,1/20/20,18.4,0.8075,0.1925,,2/11/20,4,0.3028,923.3249,19.9359,3.837035146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,KlutinaLake,437,37,100,245.0426619,51,1268,-1.492085724,164.9,0,0.003837035,1192,4.573745894,8.568627451
MA-5-2019,MA5-2019,MA-5-19,MA5,2019-08-20,NA,Mahlo,9/3/19,61.73588,-145.7294181,1.692,F,0.388,N/A,24,2.9165,29,3.4189,27,3.0407,5.8,5.6,5.4,1.256,2-D2,N,Y,5,Y,Y,0.178,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.6,,12/31/19,105.6,1/20/20,23.2,0.7803,0.2197,,2/11/20,4,0.3712,923.3249,21.3028,4.680160606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,KlutinaLake,411,38,118,274,74,1692,-1.037411414,164.9,388,0.004680161,1256,5.878281721,5.554054054
MA-9-2019,MA9-2019,MA-9-19,MA9,2019-08-20,NA,Mahlo,9/3/19,61.73588,-145.7294181,1.02,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,2-D7,N,Y,NA,Y,N,NA,0.7,0.7,0.4,0.6,0.5,0.8,0.6,0.8,"POST SPAWNER, NO EGGS",2/5/20,106.5,2/11/20,19.8,0.8141,0.1859,,2/14/20,4,0.2813,923.3249,18.7054,3.477623662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,KlutinaLake,419,33,83,204,44,1020,-2.870681361,164.9,0,0.003477624,954,3.317652974,9.522727273
MA-10-2019,MA10-2019,MA-10-19,MA10,2019-08-20,NA,Mahlo,9/4/19,61.73588,-145.7294181,1.452,F,0,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368,2-F1,N,Y,5,Y,N,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,SPAWNED OUT NO EGGS,2/5/20,144.4,2/11/20,27.5,0.8096,0.1904,,2/14/20,2,0.4205,923.1981,19.5387,3.721012812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,KlutinaLake,435,46,107,261,49,1452,-1.103992848,164.9,0,0.003721013,1368,5.090345527,8.87755102
TN-2-2019,TNL2-2019,TN-2-19,TNL2,2019-09-10,NA,Tanada,,62.45133,-143.382153,2.022,F,0.262,N/A,38,3.889,45,3.6776,57,6.358,4.9,4.5,4.6,1.668,N/A,N,Y,NA,Y,Y,0.132,0.8,0.8,0.6,0.7,0.7,0.6,0.6,0.7,,2/5/20,99.4,2/11/20,27.8,0.7203,0.2797,,2/14/20,2,0.3062,923.1981,24.2556,6.783759356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,TanadaCopperLakes,467,43,120,282,60,2022,0.120400678,419,262,0.006783759,1668,11.31531061,7.783333333
TN-3-2019,TNL3-2019,TN-3-19,TNL3,2019-09-10,NA,Tanada,9/20/19,62.45133,-143.382153,1.956,F,0.296,N/A,34,5.41,37,6.597,55,8.8,4.5,4.3,4.6,1.586,2-F12,N,Y,6,Y,Y,0.166,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.6,,2/5/20,105.8,2/11/20,25.9,0.7552,0.2448,,2/14/20,4,0.3028,923.3249,22.389,5.480861059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,TanadaCopperLakes,450.8,40.9,110.5,280,60.1,1956,-0.453506073,419,296,0.005480861,1586,8.69264564,7.500831947
TN-4-2019,TNL4-2019,N/A,N/A,2019-09-10,NA,Tanada,,62.45133,-143.382153,1.86,F,0.262,N/A,48,7.8909,50,5.1387,83,4.1888,5.2,4.8,4.9,1.532,2-G4,N,Y,5,Y,Y,0.136,0.7,0.6,0.5,0.7,0.6,0.6,0.6,0.5,,2/5/20,140.2,2/11/20,33.9,0.7582,0.2418,,2/14/20,2,0.3141,923.1981,21.1332,5.109953495,4,0.2891,923.3249,22.3733,5.409806491,4,0.3106,923.3249,22.3789,5.411160556,NA,472343.24,887,2019,TanadaCopperLakes,459,45,118,308,58,1860,0.303241699,419,262,0.005109953,1532,7.828448754,7.913793103
MN-6-2020,MN-20-6,MN-6-20,MN-20-6,2020-07-30,NA,Mentasta,9/29/20,62.94958,-143.35984,1.554,F,0.304,Fin well: 21(2),10,0.8135,NA,NA,NA,NA,5.3,NA,NA,1.162,2-F9,N,Y,5,Y,Y,0.18,0.4,0.7,0.5,0.5,0.4,0.7,0.8,0.8,,1/10/21,89.5,1/14/21,19.3,0.7844,0.2156,NA,2/8/21,4,0.4095,923.3249,20.6751,4.458429385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,Slana,434,36,103,266,46,1554,-1.15803772,320.1,304,0.004458429,1162,5.180694945,9.434782609
MN-8-2020,MN-20-8,MN-8-20,MN-20-8,2020-07-30,NA,Mentasta,9/28/20,62.94958,-143.35984,1.294,F,0,Fin well ID: 12(2). Post-spawn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,2-E12,N,Y,5,Y,N,NA,0.3,0.4,0.3,0.3,0.7,0.4,0.4,0.4,Post-spawn.,1/10/21,82.1,1/14/21,16.1,0.8039,0.1961,NA,2/8/21,4,0.4305,923.3249,18.817,3.690057247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,Slana,443,44,105,251,33,1294,-1.163162344,320.1,0,0.003690057,1220,4.501869841,13.42424242
MN-9-2020,MN-20-9,MN-9-20,MN-20-9,2020-07-30,NA,Mentasta,9/29/20,62.94958,-143.35984,1.266,F,0,"Fin well ID: 22(2). Post-spawn, no eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.174,2-F10,N,Y,5,Y,N,NA,0.3,0.5,0.3,0.4,0.7,0.6,0.8,0.4,"Post-spawn, no eggs",1/10/21,66.2,1/14/21,13,0.8036,0.1964,NA,2/8/21,2,0.3608,955.4635,19.476,3.824592145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,Slana,425,44,96,232,38,1266,-2.002557788,320.1,0,0.003824592,1174,4.490071178,11.18421053
FC-1-2020,FC-20-1,FC-1-20,FC-20-1,2020-07-31,NA,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.232,F,0.212,Fin well ID: 16 (2),10,0.7315,NA,NA,NA,NA,4.7,NA,NA,0.966,2-F4,N,Y,7,Y,Y,0.118,0.4,0.5,0.3,0.4,0.7,0.4,1.2,0.4,,1/10/21,93.9,1/14/21,20.2,0.7849,0.2151,NA,2/10/21,2,0.4471,955.4635,20.079,4.319444089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,Gulkana,428,40,101,241,36,1232,-1.682214471,468.3,212,0.004319444,966,4.17258299,11.88888889
FC-2-2020,FC-20-2,FC-2-20,FC-20-2,2020-07-31,NA,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.342,F,0.254,Fin well ID: 11,10,0.8079,NA,NA,NA,NA,5,NA,NA,1.044,2-E11,N,Y,5,Y,Y,0.142,0.5,0.7,0.5,0.8,1.2,0.6,1.9,0.7,,1/10/21,94.1,1/14/21,23.5,0.7503,0.2497,NA,2/10/21,4,0.5043,923.3249,19.6218,4.900236982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,Gulkana,409,43,104,254,47,1342,-1.745916209,468.3,254,0.004900237,1044,5.115847409,8.70212766
FC-3-2020,FC-20-3,FC-3-20,FC-20-3,2020-07-31,NA,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.476,F,0.262,Fin well ID: 15 (2),10,0.9226,NA,NA,NA,NA,4.9,NA,NA,1.152,2-F3,N,Y,3,Y,Y,0.15,0.4,0.7,0.6,0.8,0.5,0.7,0.5,0.9,,1/10/21,98.8,1/14/21,23,0.7672,0.2328,NA,2/10/21,2,0.4383,955.4635,22.024,5.127044534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,Gulkana,419,39,106,252,40,1476,-1.5442162,468.3,262,0.005127045,1152,5.906355303,10.475
FC-4-2020,FC-20-4,FC-4-20,FC-20-4,2020-07-31,NA,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.61,F,0.3,Fin well ID: 8(2),10,1.1557,NA,NA,NA,NA,4.9,NA,NA,1.252,2-E8 (one missing),N,Y,5,Y,Y,0.15,0.4,0.4,0.4,0.7,0.7,0.4,1.2,0.4,,1/10/21,97.7,1/14/21,20.9,0.7861,0.2139,NA,2/10/21,4,0.4454,923.3249,20.342,4.351563971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,Gulkana,436,44,105,266,45,1610,-1.068198331,468.3,300,0.004351564,1252,5.448158092,9.688888889
FC-5-2020,FC-20-5,FC-5-20,FC-20-5,2020-07-31,NA,Fish Creek Gulkana,9/28/20,63.1000428,-145.481274,1.93,F,0.314,Fin well ID: 10 (2),10,1.0431,NA,NA,NA,NA,5,NA,NA,1.526,2-E10,N,Y,5,Y,Y,0.15,0.7,0.6,0.7,0.7,0.6,0.8,1.3,0.6,,1/10/21,98.9,1/14/21,23.2,0.7654,0.2346,NA,2/10/21,2,0.3338,955.4635,22.8293,5.355305966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,Gulkana,428,46,117,293,55,1930,-0.488622958,468.3,314,0.005355306,1526,8.172196904,7.781818182
